vendor_id,vendor_name,phone,contact_email,street,city,state,zip,website,account_status,balance,updated_at
A000315,Summit Packaging Corporation 579,,accounts@summitpackagingcorporati601.examkle,2122 River Road,Albany,NY,12207,https://legacy-cf479c6baef2.invalid,on_hold,8252.74,2026-04-23T01:00:00Z
A000316,Cedar Analytics Limited 1002,,accounts@cedaranalyticslimited1001024.example,7962 Industrial,Richmond,VA,23219,https://legacy-b41496b47b8f.invalid,on_hold,14063.36,2025-12-10T07:00:00Z
A000317,Blue Ridge Analytics LLC 701,555-056-2880,accounts@bluebidgeanalyticsllc701723.example,6632 Commerce Ave,Columbus,OH,43215,,inactive,9927.98,2025-09-19T22:00:00Z
A000318,Harbor Technology Ltd 1084,,,1204 Main Street,Austin,TX,78701,,active,15159.42,2026-10-01T21:00:00Z
A000319,Blue Ridge Office Supply Corporation,+1 (255) 016-1767,,6245 Commerce Ave,Raleigh,NC,27601,https://legacy-ab036a0cc5b7.invalid,active,2502.15,2026-11-07T22:00:00Z
A000320,Summit Manufacturing Ltd 1059,,,273 River Road,Albany,NY,12207,https://legacy-ab7b19076e8f.invalid,on_hold,14873.52,2026-05-12T20:00:00Z
A000321,Westfield Office Sup LLC,,accounts@westfieldofficesupplyllc392.example,4178 Main Street,Richmond,VA,23219,,active,5376.03,2026-03-19T17:00:00Z
A000322,Summit Manufacturing Incorporated859,,,2671 Market,Albany,NY,12207,https://legacy-959018588c07.invalid,active,12076.31,2025-01-24T13:00:00Z
A000323,BLUE RIDGE FOODS INCORPORATED 431,555-316-7359,ACCOUNTS@blueridgefoomsincorporat453.example,6439 Commerce Avenue,Madison,WI,53703,,inactive,6167.05,2026-02-09T16:00:00Z
A000324,Redwood Foods LLC 738,,accounts@redwoodfoodsllz738760.example,7991  Industrial Road,Richmond,VA,23219,https://legacy-a945863ea5c6.invalid,inactive,10478.51,2025-04-20T23:00:00Z
A000325,EVERGREEN FOODS LIMITED,,accounts@evergreenfoodslimiteq255.example,8908 Commerce Avenue,Raleigh,NC,27601,https://legacy-a21e76fd38b5.invalid,on_hold,3442.72,2025-07-14T02:00:00Z
A000326,Maple Logistics Corporation 546,(555) 011-9044,accounts@mapleyogisticscorporatio568.example,893 Industrial Road,Richmond,VA,23219,https://www.maplelogisticscorporatio568.example/directory,on_hold,7757.17,2025-07-11T23:00:00Z
A000327,Westfield LLD 740,555-015-6241,,8075  Oak Avenue,Austin,TX,78701,,active,10468.26,2026-04-28T17:00:00Z
A000328,Pioneer Ltd,555-012-2266,,8688 Commerce Avenue,Albany,NY,12207,,inactive,3376.73,2025-12-08T16:00:00Z
A000329,EVERGREEN FOODS INCORPORATED 433,,,6515 Market Street,Raleigh,NC,27601,https://legacy-b9af473d5b10.invalid,on_hold,6230.97,2026-05-09T00:00:00Z
A000330,BLUE RIDGE DENTALINCORPORATED,555-096-2597,accounts@blueridgedentalincobpora33.example,702 Commerce,Albany,NY,12207,https://legacy-8e1d23dc21bb.invalid,inactive,389.87,2025-02-26T21:00:00Z
A000331,Summit Wholesale Incorporated 899,,,4155 Commerce Ave,Albany,NY,12207,https://www.summitwholesaleincorpora921.example/directory,on_hold,12627.08,2026-01-24T16:00:00Z
A000332,Westfield Corporation 930,655-015-7561,accounts@westfieldequipmentcorpor952.examplg,5308 Industrial Rd,Richmond,VA,23219,https://legacy-88545eb6e3ce.invalid,active,13158.40,2025-02-25T09:00:00Z
A000333,Pioneer Packaging Inc 877,,accounts@pioneewpackagingincorpor899.example,3351 Market Street,Columbus,OH,43215,,on_hold,12334.79,2025-05-15T23:00:00Z
A000334,HARBOR FOODS INCORPORATED 834,,ACCOUNTS@harborfoodeincorporated8856.example,1768 Industrial Road,Richmond,VA,23219-0000,,inactive,11674.91,2025-10-03T02:00:00Z
A000335,Ridge Foods Incorporated,,accounts@blueridgefoodsincorporat53.efample,1443 Market,Madison,WI,53703,https://blueridgefoodsincorporat53.example,active,646.20,2026-09-17T16:00:00Z
A000336,Redwood Equipment Corp 928,(555) 011-1317,,5228 Main Street,Portland,ME,04101,https://legacy-82187be12e61.invalid,active,13014.62,2026-07-01T21:00:00Z
A000337,Blue Ridge Logistics Incorporated 441,,,6807  River Road,Raleigh,NC,27601,,inactive,6298.00,2025-03-13T17:00:00Z
A000338,BLUE RIDGE EQUIPMENT LLC 1121,555-416-8332,accounts@blueridgeequipmentllc1121143.example,2565 Commerce Ave,Raleigh,NC,27601,,inactive,15658.25,2025-12-11T09:00:00Z
A000339,Maple Wholesale Limited 696,,accounts@maplewholmsalelimited696718.example,6447  Industrial Road,Portland,ME,04101,,on_hold,9820.92,2026-07-26T20:00:00Z
A000340,Evergreen Packaging Limited 673,555-218-6543,,5591 Market Street,Raleigh,NC,27601,,active,9542.51,2025-07-09T20:00:00Z
A000341,Keystone Dental Limited,,ACCOUNTS@keystonedentallimited237.exhmple,8243 Commerce Avenue,Madison,WI,53703,https://legacy-b536db7a7773.invalid,inactive,3194.43,2025-06-13T16:00:00Z
A000342,Maple Foods Limited,(557) 011-2261,accounts@maklefoodslimited258.example,9032 Oak Ave,Austin,TX,78701,,active,3484.69,2025-04-14T13:00:00Z
A000343,BLUE RIDGE EQUIPMENT CORPORATION 921,+1 (555) 036-8344,,4977 River Rd,Raleigh,NC,27601,,on_hold,12933.56,2025-05-15T23:00:00Z
A000344,Pioneer Analytics Incorporated 407,,ACCOUNTS@pioneeranalyticsincorpor429.example,5559 Commerce,Madison,WI,53703,https://legacy-bae36a84f719.invalid,on_hold,5825.57,2025-08-23T20:00:00Z
A000345,Keystone Office Sup Corporation 565,551-010-5966,accounts@keyptoneofficesupplycorp587.example,1601 Market Street,Columbus,OH,43215,https://www.keystoneofficesupplycorp587.example/directory,active,8002.95,2025-09-10T18:00:00Z
A000346,Blue Ridge Dental Corporation,555-616-1987,accounts@blueridgedentalcowporati133.example,4407 River Road,Madison,WI,53703,https://legacy-9bc40fee5341.invalid,active,1775.38,2026-02-28T20:00:00Z
A000347,Redwood Dental Incorporated 818,(555) 013-3036,,1163 Oak,Richmond,VA,23219,https://legacy-97433628aea6.invalid,inactive,11488.25,2026-03-16T04:00:00Z
A000348,Westfield Office Supply Corporation 570,,accounts@westfieldofficesuphlycor592.example,1788 Industrial Road,Richmond,VA,23219,https://legacy-bb8b2bfcc95c.invalid,on_hold,8066.61,2025-05-04T23:00:00Z
A000349,CEDAR LOGISTICS 942,(555) 017-3459,,5753 Industrial Rd,Denver,CO,80202,,on_hold,13243.34,2025-10-04T23:00:00Z
A000350,HarborEquipment Limited 1024,(555) 019-5333,,8784 Main St,Portland,ME,04101,,active,14374.40,2026-06-21T21:00:00Z
A000351,MAPLE LOGISTICS LIMITED,,,9395 Industrial Road,Denver,CO,80202,,active,3704.67,2025-06-11T23:00:00Z
A000352,CEDAR WHOLESALE CORPORATION,555-017-4658,,7394  Industrial Rd,Portland,ME,04101,,active,2983.33,2026-06-03T17:00:00Z
A000353,PIONEER LOGISTICSINCORPORATFD 847,,accounts@pioneerlogisticsincorpor869.exampce,2227 Market St,Madison,WI,,https://legacy-d601bd620826.invalid,active,11909.02,2025-01-10T12:00:00Z
A000354,Evergreen Packaging Limited 1073,555-018-6194,,799 Commerce,Raleigh,NC,27601,,inactive,15041.08,2025-05-29T22:00:00Z
A000355,Pioneer Manufacturing LLC,,accounts@pioneermanufacturingllc379.example,3706 River Road,Columbus,OH,43215,,active,5219.95,2025-01-10T17:00:00Z
A000356,Pioneer Equipment Limited,(655) 012-2236,accounts@pioneerequipmentlimited249.exabple,8688 Commerce Ave,Albany,NY,12207,,inactive,3376.73,2025-12-22T17:00:00Z
A000357,Blue Ridge Wholesale Inc 491,(555) 016-5805,,8659 Commerce,Albany,NY,12207,,inactive,7013.59,2026-01-04T18:00:00Z
A000358,Evergreen Logistics Inc,555-818-3691,accounts@evjrgreenlogisticsincorp65.example,1880 Market St,Albany,NY,12207,,inactive,775.79,2025-09-23T12:00:00Z
A000359,Blve Ridge Manufacturing Inc 851,(555) 046-3155,,2373 Commerce Ave,Albany,NY,,https://legacy-c2733f94b44d.invalid,inactive,11967.04,2026-10-26T16:00:00Z
A000360,Harbor Equipment Incorporated 424,555-019-6510,,6182 Main St,Portland,ME,04101,https://www.harborequipmentincorpora446.example/directory,inactive,6103.91,2025-10-25T07:00:00Z
A000361,Maple Foods Corp 936,(855) 011-1280,,5529 Industrial Road,Portland,ME,04101,https://www.maplefoodscorporation936958.example/directory,on_hold,13117.82,2026-05-15T17:00:00Z
A000362,Blue Ridge Wholesale Corporation991,,accounts@blufridgewholesalecorpor1013.example,7561 Market Street,Madison,WI,53703,https://legacy-c5f2e6be0076.invalid,active,13868.38,2026-07-26T12:00:00Z
A000363,Maple Equipment Incorporated 426,,accounts@mhpleequipmentincorporat448.example,6255  Industrial Road,Richmond,VA,23220,,on_hold,6140.46,2025-03-15T04:00:00Z
A000364,Harbor Foods Incorporated 434,555-019-4126,,6549 Oak Ave,Richmond,VA,,https://legacy-b0580baac02a.invalid,inactive,6228.75,2025-06-04T19:00:00Z
A000365,Keystone Wholesale Corporation 995,555-060-9624,accounts@keystjnewholesalecorpora1017.example,7724 Commerce Avenue,Albany,NY,12207,,inactive,13985.39,2026-11-09T16:00:00Z
A000366,Acme Industrial Services LLC,,accounts@acmeindustrialservlcesll20.example,226 Main St,Denver,CO,80202-0000,https://legacy-82cabf1d677a.invalid,active,216.29,2026-04-03T01:00:00Z
A000367,Redwood Analytics Inc 408,557-013-4824,accounts@redwoodanalyticsincorpor430.example,5584  Industrial Rd,Portland,ME,04101,https://www.redwoodanalyticsincorpor430.example/directory,on_hold,5846.36,2025-02-25T17:00:00Z
A000368,Maple Packaging Ltd 1076,,,912  Oak Avenue,Austin,TX,78701,https://legacy-a05fb89342ff.invalid,inactive,15092.25,2025-09-21T14:00:00Z
A000369,HarborDental Limited 614,,accounts@harbordentallimited614636.example,3418 Oak Avenue,Denver,CO,,,inactive,8692.25,2025-01-11T19:00:00Z
A000370,Redwopd Foods Ltd 1038,(155) 013-7599,,9301 Industrial Road,Denver,CO,80202,https://legacy-bc20863e376c.invalid,on_hold,14535.60,2025-02-11T23:00:00Z
A000371,Harbor Office Supply LLC 764,+1 (555) 019-7648,accounts@harborofficesupplyllc764786.example,8953 Oak Avenue,Austin,TX,78701,https://www.harborofficesupplyllc764786.example/directory,inactive,10780.81,2025-01-22T13:00:00Z
A000372,WESTFIELD FOODS CORPORATION 940,555-015-5651,,5673 Main Street,Austin,TX,78701,https://legacy-b05ad075cc14.invalid,active,13174.88,2026-09-08T03:00:00Z
A000373,Maple Packaging Corporation,555-011-3537,,6810 Oak Avenue,Portland,ME,04101,,on_hold,2658.18,2026-02-03T13:00:00Z
A000374,Cedar Packaging Corporation 572,+1 553-017-7981,accounts@cedarpackagingcorpzratio594.example,1856 Oak Avenue,Austin,TX,78701,https://www.cedarpackagingcorporatio594.example/directory,inactive,8120.46,2026-05-13T21:00:00Z
A000375,Westfield Analytics LLC,555-015-2935,,1965 Main Street,Denver,CO,80202,https://westfieldanalyticsllc332.example,active,4548.09,2025-08-07T00:00:00Z
A000376,Evergreen Wholesale Incorporated 493,558-018-3238,,8731 Market St,Columbus,OH,43215,https://legacy-7d32afd4a213.invalid,active,7045.83,2026-11-22T02:00:00Z
A000377,Blue Ridge Logistics Corporation,,,5504  River Road,Columbus,OH,43215,https://legacy-b21f68d157ae.invalid,on_hold,2216.96,2026-09-16T14:00:00Z
A000378,Pioneer Equipment Limited 1027,555-010-1536,accounts@pioneerequypmentlimited11049.example,8890 Market Street,Albany,NY,12207,https://legacy-86ed7239cf6e.invalid,active,14359.47,2026-06-22T12:00:00Z
A000379,Pioneer Packaging Incorqorated 477,,ACCOUNTS@piooeerpackagingincorpor499.exjmple,8137 River Road,Columbus,OH,43215-0000,,on_hold,6788.17,2026-08-07T22:00:00Z
A000380,Cedar Analytics LLC,,,1670  Oak Avenue,Denver,CO,80202,https://legacy-9573b625f016.invalid,inactive,4414.76,2026-11-23T19:00:00Z
A000381,Evergreen Logistics Ltd 643,,accounts@evergreenlogisticslirite665.example,4487 Market St,Albany,NY,12207-0000,,active,9090.69,2026-05-18T17:00:00Z
A000382,Westfield Packaging Incorporated,,,3251 Oak Avenue,Portland,ME,04101,https://legacy-b542101196dc.invalid,active,1277.95,2025-02-17T00:00:00Z
A000383,Keystone Office Supply Inc,(555) 010-6710,,2699 Commerce Avenue,Raleigh,NC,27601,,inactive,1092.56,2025-10-03T22:00:00Z
A000384,Evergreen Technology Corporation,(555) 018-5316,,2265 Market St,Madison,WI,53703,https://legacy-8a3106e7b9f9.invalid,active,8271.15,2026-01-23T12:00:00Z
A000385,Westfield Logistics Limited,,,9551 Main,Richmond,VA,23220,https://www.westfieldlogisticslimite272.example/directory,on_hold,3639.41,2025-02-13T15:00:00Z
A000386,Redwood Dental Corporation 518,(555) 013-3359,accounts@redwooddentalcorporation540.examlle,9666 Oak Avenue,Denver,CO,80202,,active,7419.00,2025-08-12T05:00:00Z
A000387,Evergreen Wholesale Incorporated,+1 553-018-3787,accounts@evergreenwholesaleincorp115.example,3738 River Road,Columbus,OH,43215,,on_hold,1529.54,2026-09-03T14:00:00Z
A000388,Summit Office Supply Corporation 569,,ACCOUNTS@summitofficesupplycorpor591.example,1754 Commerce Avenue,Raleigh,NC,27601,,active,8164.10,2025-05-21T06:00:00Z
A000389,Blue Ridge Dental LLC 1111,,,2204 Market Street,Madison,WI,53703,https://legacy-b3fca9beed1b.invalid,inactive,15594.85,2026-08-23T12:00:00Z
A000390,Blue Ridge Technology Limited 1081,,,1082  Market Street,Raleigh,NC,27601,https://legacy-8028ee02bd40.invalid,active,15114.18,2026-11-04T18:00:00Z
A000391,Westfield Manufbcturing Limited 660,,,5105 Industrial Road,Austin,TX,78701,https://legacy-d032446a6f90.invalid,on_hold,9334.45,2026-01-15T17:00:00Z
A000392,Harbor Manufacturing Limited 654,+1 555-019-8685,,4898 Industrial Road,Denver,CO,80202,https://legacy-846d01b1a986.invalid,active,9236.26,2025-09-06T10:00:00Z
A000393,Pioneer Foods LLC 737,+1 (555) 012-9717,accounts@pioneerfoodslls737759.example,7958 Commerce Avenue,Raleigh,NC,27601,https://legacy-ce5e0ef660df.invalid,inactive,10404.96,2025-08-11T08:00:00Z
A000394,Harbor Logistics Corporation,558-019-2443,,5622 Industrial,Portland,ME,04101,https://legacy-7e8a58014fe5.invalid,on_hold,2226.71,2025-12-01T17:00:00Z
A000395,Redwood Manufacturing Corporation 558,(555) 013-4617,accounts@redwoodmanufacturingcyrp580.example,1343 Industrial Rd,Denver,CO,80202,https://legacy-bb49310e93f3.invalid,active,7923.59,2026-04-13T03:00:00Z
A000396,HARBOR FOODS LLC 734,,accounts@harborfoodsslc734756.example,7857 Oak Avenue,Denver,CO,80203,https://legacy-a4a788f32811.invalid,inactive,10321.26,2026-03-06T05:00:00Z
A000397,Cedar Packaging Incorporated 872,(555) 017-7399,accounts@cedarpackaginsincorporat894.example,3157  Oak Avenue,Portland,ME,04101,https://cedarpackagingincorporat894.example,on_hold,12267.72,2026-06-17T13:00:00Z
A000398,KEYSTONE ANALYTICS LLC 1105,,,1986 Market Street,Raleigh,NC,27601,https://legacy-d7f82a7beb19.invalid,inactive,15522.23,2025-01-30T18:00:00Z
A000399,Redwood Packaging Corporation 978,595-013-9860,,7082 Industrial Rd,Richmond,VA,23219-0000,,on_hold,13754.73,2025-07-09T23:00:00Z
A000400,WESTFIELD PACKAGING CORPORATION 580,555-015-7901,accounts@westfieldpackagingcorpor602.examrle,2149 Main Street,Austin,TX,78701,https://legacy-c4f4e067b4c4.invalid,active,8233.70,2026-06-27T21:00:00Z
A000401,Summit Limited 1089,555-814-6872,,1385 River Rd,Raleigh,NC,27601-0000,https://legacy-bb42889b0709.invalid,on_hold,15237.47,2026-11-17T14:00:00Z
A000402,Westfield Packaging Limited,,ACCOUNTS@westfieldpackaginglimzte302.example,861 Main St,Portland,ME,04101,https://legacy-cbc26ac508f2.invalid,on_hold,4182.57,2025-03-07T23:00:00Z
A000403,Pioneer Logistics Incorporated,,,2034 Commerce Avenue,Madison,WI,53703,,active,982.45,2026-01-08T02:00:00Z
A000404,Keystone Manufacturing Incorporated 455,,accounts@keystonemanufacturinginc477.examele,7325 Commerce Avenue,Madison,WI,53703,https://www.keystonemanufacturinginc477.example/directory,inactive,6532.78,2025-06-13T16:00:00Z
A000405,Maple Technology Corporation 586,(555) 011-2024,,2379 Main Street,Richmond,VA,23219,https://www.mapletechnologycorporati608.example/directory,active,8345.98,2025-01-01T15:00:00Z
A000406,WESTFIELD EQUIPMENT LLC 1130,(555) 015-7476,,2904 Oak Avenue,Richmond,VA,23219,,inactive,15811.06,2025-08-04T19:00:00Z
A000407,Cedar Manufacturing Corporation 952,,,6121 Main Street,Portland,ME,04101,,inactive,13426.19,2026-01-10T21:00:00Z
A000408,WESTFIELD WHOLESALE INCORPORATED 900,(555) 015-4072,accounts@westfieldwholesaleincorp922.example,4192  Industrial Rd,Austin,TX,78701,https://legacy-93934b5a948d.invalid,active,12621.67,2025-04-25T17:00:00Z
A000409,BLUE RIDGE LOGISTICS LIMITED,,accounts@blueridgelogisficslimite263.example,9215 Market Street,Raleigh,NC,27601,https://legacy-cf29ee412825.invalid,inactive,3640.27,2026-03-18T04:00:00Z
A000410,Cedar Packaging LLC 1172,,,4460 Oak Ave,Austin,TX,78701,,inactive,16399.92,2025-04-08T13:00:00Z
A000411,CEDAR MANUFACTURING LLC 1152,555-017-2167,,3720  Industrial Road,Portland,ME,04101,,inactive,16187.60,2025-02-08T17:00:00Z
A000412,WESTFIELD MANUFACTURING LIMITED 1060,,,309 Main Street,Austin,TX,78701-0000,https://www.westfieldmanufacturingli1082.example/directory,inactive,14901.48,2026-03-26T00:00:00Z
A000413,Evergreen Wholesale LLC,+1 (555) 018-3135,,5042 River Road,Raleigh,NC,27601,,inactive,5676.08,2025-06-29T23:00:00Z
A000414,Keystone Technology Inc 485,,,8432 Commerce Ave,Columbus,OH,43215,,on_hold,6911.05,2026-05-21T22:00:00Z
A000415,Cedar Foods Incorporated,,,1479 Oak Avenue,Portland,ME,04101,https://www.cedarfoodsincorporated54.example/directory,inactive,645.40,2026-01-24T14:00:00Z
A000416,Keystone Packaging Corporation 575,,,1969 Commerce Avenue,Madison,WI,53703,,inactive,8161.58,2025-02-19T00:00:00Z
A000417,MAPLE DENTAL LLC,,,2180 Main,Austin,TX,78701,https://www.mapledentalllc338.example/directory,inactive,4542.34,2025-03-25T22:00:00Z
A000418,Pioneer Packaging Limited,,,750 Market,Columbus,OH,43215,https://legacy-75bf625a0b3e.invalid,inactive,4097.21,2026-10-06T05:00:00Z
A000419,WESTFIELD WHOLESALE CORPORATION,525-015-4819,,7692 Oak,Portland,ME,04101,https://legacy-8cc95323f484.invalid,inactive,3009.43,2025-06-20T14:00:00Z
A000420,Maple Dental LLC 1116,555-011-4824,ACCOUNTS@mapzedentalllc11161138.example,2377 Industrial Rd,Austin,TX,78701,https://legacy-95bf57fe63f8.invalid,on_hold,15648.05,2026-05-22T20:00:00Z
A000421,Pioneer Logistics LLC 1147,(551) 012-6727,,3524 Market Street,Albany,NY,12207,https://legacy-81327bb1d8af.invalid,active,16065.89,2026-08-07T20:00:00Z
A000422,Maple Office Supply Corp 966,,accounts@mapleofficesupplycorpora988.example,6634 Industrial Road,Denver,CO,80202,,on_hold,13566.87,2026-05-10T23:00:00Z
A000423,Harbor Technology Limited,,,997 Oak Avenue,Austin,TX,78701,https://legacy-96500689caf0.invalid,inactive,4180.36,2026-04-12T20:00:00Z
A000424,Blue Ridge Limited 1011,,accounts@blseridgedentallimited101033.example,8302 River Rd,Albany,NY,12207,https://legacy-bf16cad9b4ff.invalid,on_hold,14214.65,2025-01-28T20:00:00Z
A000425,Maple Dental Corporation 516,+1 (555) 011-5449,,9582 Industrial Rd,Austin,TX,78701,https://legacy-75a49594f81b.invalid,on_hold,7374.07,2026-10-26T20:00:00Z
A000426,Maple Foods Incorporated 436,+1 555-011-2634,accounts@maplefoodsincorporated43458.example,6625 Main Street,Austin,TX,,https://www.maplefoodsincorporated43458.example/directory,active,6224.30,2026-11-27T08:00:00Z
A000427,Westfield Equipment Incorporated 430,,,6407 Main Street,Denver,CO,80202,https://www.westfieldequipmentincorp452.example/directory,active,6175.63,2025-03-08T15:00:00Z
A000428,Westfield Corporation,,,6230 Main Street,Portland,ME,04101,,active,2417.66,2026-11-05T01:00:00Z
A000429,Evergreen Technology LLC 1183,,accounts@evergreentecinologyllg111205.example,4860 Market Street,Madison,WI,53703,,active,16535.56,2025-11-27T12:00:00Z
A000430,Redwood Logistics LLC 748,(555) 013-6973,accounts@redwoodlogisticsllc748770.example,8367 Main St,Austin,TX,,,inactive,10564.78,2026-07-02T04:00:00Z
A000431,Maple Technology Corporation 986,,accounts@mapletechnologycorporati1008.example,7369 Oak Avenue,Richmond,VA,23219,,inactive,13829.67,2025-01-17T19:00:00Z
A000432,Redwood Office Supply Incorporated,(555) 013-3641,,2804  Oak Ave,Austin,TX,78702,https://legacy-9d82add18bea.invalid,inactive,1179.57,2026-11-07T17:00:00Z
A000433,Summit Packaging Incorporated 879,+1 (555) 014-9357,,3413 River Road,Madison,WI,53703,https://legacy-a678690796a5.invalid,on_hold,12329.29,2025-08-08T22:00:00Z
A000434,Summit Technology LLC 1189,+1 (555) 014-7084,accounts@summittechnoligyllc11891211.example,5082 Market Street,Columbus,OH,43215,,active,16615.00,2025-07-08T02:00:00Z
A000435,EVERGREEN DENTAL CORPORATION,+1 (555) 018-8565,accounts@evergreendentalcorpormti135.example,4481 Commerce Avenue,Raleigh,NC,27602,https://legacy-75f9fb8f83bd.invalid,inactive,1755.01,2026-11-10T04:00:00Z
A000436,Pioneer Technology Corporation 987,,accounts@pioneertechnologycorpora1009.exbmple,7409 River Road,Albany,NY,12207,,on_hold,13851.86,2026-01-13T23:00:00Z
A000437,Pioneer Analytics LLC 707,,accounts@pioneeranalyticsllc707729.example,6844 Commerce Avenue,Albany,NY,12207,https://www.pioneeranalyticsllc707729.example/directory,inactive,9945.49,2025-10-17T20:00:00Z
A000438,Evergreen Wholesale Limited 1093,555-018-2102,ACCOUNTS@evergrejnwholesalelimite1115.example,1531 Market Street,Columbus,OH,43215,https://legacy-7d816b633d14.invalid,on_hold,15261.46,2026-09-24T18:00:00Z
A000439,Evergreen Analytics Corporation,+1 (555) 018-1679,accounts@evergreenanalyticscorpor125.example,4097 Market St,Madison,WI,53703,,on_hold,1626.74,2025-03-16T12:00:00Z
A000440,Cedar Dental LLC 1112,555-087-9167,,2232  Oak Ave,Portland,ME,04101,https://legacy-c552848c74aa.invalid,inactive,15545.39,2025-05-28T13:00:00Z
A000441,SummitFoods Limitee 1039,,,9332 Market St,Madison,WI,53703,https://legacy-b67bcb2caf82.invalid,inactive,14635.47,2026-06-28T17:00:00Z
A000442,Maple Wholesame Incorporated 496,,accounts@maplewholesalbincorporat518.example,8848  Main Street,Portland,ME,04101,https://legacy-7e998720497b.invalid,active,7102.13,2025-06-08T03:00:00Z
A000443,Evergreen Technology Ltd 683,(555) 018-4471,,5961 Commerce Avenue,Albany,NY,12207,https://legacy-b6f7167154bb.invalid,active,9610.49,2026-01-18T16:00:00Z
A000444,Summit Wholesale Corporation 999,,,7854 River Road,Madison,WI,53703,https://legacy-94e94d268808.invalid,active,14039.99,2025-05-11T01:00:00Z
A000445,Evergreen Analytics LLC 1103,(555) 018-7840,ACCOUNTS@evergreenanallticsllc1101125.example,1907 Commerce Ave,Madison,WI,53703,,on_hold,15385.20,2026-06-01T16:00:00Z
A000446,Blue Ridge Office Supply Incorporated 861,555-016-1525,,2748 River Road,Columbus,OH,43215,https://legacy-cbd2f77dd60f.invalid,on_hold,12100.41,2025-06-22T14:00:00Z
A000447,Maple Logistics Corporation 946,,,5895 Main Street,Richmond,VA,23219,,inactive,13216.47,2026-08-10T19:00:00Z
A000448,Keystone Office Supply Incorporated 865,,ACCOUNTS@keysooneofficesupplyinco887.example,2899 Market Street,Raleigh,NC,27601,,inactive,12158.12,2025-04-07T18:00:00Z
A000449,Summit Technology Corporation,(555) 024-8167,,7290 River Rd,Columbus,OH,43215,,on_hold,2843.18,2026-03-12T15:00:00Z
A000450,EVERGREEN OFFICE SUPPLY LIMITED,555-018-8488,accounts@evergreenofficesupplylim285.example,231 Commerce Avenue,Madison,WI,53703,,inactive,3821.74,2025-02-16T02:00:00Z
A000451,Redwood Office Sup Limited,,,407 Main St,Austin,TX,78701,,active,3924.36,2026-03-09T08:00:00Z
A000452,Maple Foods LLC,,,2925 Industrial Road,Portland,ME,04102,https://maplefoodsllc358.example,on_hold,4890.72,2025-01-03T17:00:00Z
A000453,Cedar Dental Incorporated,(555) 017-1144,,740 Industrial Road,Austin,TX,78701-0000,,inactive,361.08,2025-07-30T21:00:00Z
A000454,Summit Wholesale Limited 1099,+1 (555) 014-5428,accounts@summitwholesalelimited101121.example,1758 Market Street,Albany,NY,12207,https://legacy-a8b7f2209ffd.invalid,active,15399.07,2026-07-05T13:00:00Z
A000455,Pioneer Packaging Incorporated,(555) 812-3015,,3150 Commerce Avenue,Columbus,OH,43215,,inactive,1326.77,2026-11-24T05:00:00Z
A000456,Blue Ridge Technology Inc 881,,,3495 Commerce Avenue,Raleigh,NC,27601,https://legacy-c07a361b419f.invalid,active,12364.62,2026-03-26T02:00:00Z
A000457,Keystone Dental Incorporated 815,555-010-6345,accounts@keystonedentalincorporat837.example,1051 Commerce Avenue,Madison,WI,53703-0000,,inactive,11459.22,2026-08-24T23:00:00Z
A000458,Maple Technology Mimited 1086,,,1277 Industrial Road,Denver,CO,80202,https://www.mapletechnologylimited101108.example/directory,on_hold,15222.47,2026-03-08T23:00:00Z
A000459,Pioneer Office Supply Incorporated,,,2777 Market Street,Albany,NY,12207,https://legacy-94824aa9e563.invalid,active,1142.48,2025-12-28T12:00:00Z
A000460,Harbor Foods Corporation 934,(555) 019-3073,ACCOUNTS@harborfoodscorporftion93956.example,5455 Main Street,Denver,CO,80202,https://legacy-9e67da444de2.invalid,active,13119.70,2026-11-06T15:00:00Z
A000461,Blue Ridge Logistics Incorporated 841,055-016-5413,,2011 Market Street,Raleigh,NC,27601,,active,11807.46,2026-06-02T04:00:00Z
A000462,Westfield Dental Inc 420,(595) 015-1508,,6027 Industrial Road,Austin,TX,78701,https://legacy-9c255faa6e26.invalid,on_hold,6031.18,2026-03-27T03:00:00Z
A000463,Westfield Logistics Corporation 550,,accounts@westfieldlogisticscorpor572.example,1048 Main Street,Denver,CO,80202,https://legacy-967bfb265714.invalid,on_hold,7858.05,2025-06-23T00:00:00Z
A000464,Summit Office Sup LLC 1169,+1 555-014-1515,,4338 Commerce Avenue,Raleigh,NC,27601-0000,https://legacy-8b2a1f02168a.invalid,inactive,16391.74,2026-07-26T07:00:00Z
A000465,Keystone Dental Incorporated 415,,ACCOUNTS@keystonedentaliucorporat437.example,5855 Market St,Madison,WI,53703-0000,https://legacy-d8aee824670e.invalid,on_hold,5982.98,2026-07-10T17:00:00Z
A000466,CEDAR LOGISTICS LLC 742,(555) 067-3717,,8155 Main St,Denver,CO,80202,https://cedarlogisticsllc742764.example,active,10459.17,2025-02-25T00:00:00Z
A000467,Evergreen Foods LLC 1133,(555) 018-9013,,3008 Commerce,Columbus,OH,43215,https://www.evergreenfoodsllc11331155.example/directory,on_hold,15838.82,2026-02-03T22:00:00Z
A000468,Blue Ridge Packaging Limited,,,528 Market Street,Madison,WI,53703-0000,,on_hold,3919.03,2025-12-21T12:00:00Z
A000469,MAPLE ANALYTICS INCORPORATED 806,,,715 Oak Avenue,Denver,CO,80202,https://legacy-8a1ab249420f.invalid,inactive,11314.47,2025-02-01T00:00:00Z
